Plant_ID,Date,Temperature (Â°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
36,9/15/2023,30.6,58,550,6.8,44
1,8/14/2023,30.1,54,535,6.4,12
55,8/3/2023,18.7,65,603,6.3,1
7,8/12/2023,30.2,80,782,6.5,10
24,8/22/2023,30.8,57,716,6.1,20
27,8/12/2023,30.2,80,577,6.5,10
32,9/5/2023,32.0,62,495,6.2,34
66,8/22/2023,19.5,55,525,6.5,20
66,8/21/2023,20.7,63,666,6.0,19
64,8/16/2023,20.4,62,616,6.2,14
35,8/29/2023,28.7,77,554,6.5,27
54,8/31/2023,18.5,67,786,6.7,29
61,8/10/2023,18.7,78,786,6.3,8
38,8/13/2023,30.1,55,577,6.6,11
19,9/2/2023,31.7,60,401,6.5,31
49,9/5/2023,32.0,65,548,6.6,34
20,9/1/2023,31.7,75,502,6.5,30
11,9/10/2023,31.1,67,552,6.5,39
51,9/13/2023,30.4,54,579,6.2,42
40,8/18/2023,30.9,62,560,6.2,16
8,8/16/2023,29.8,51,649,6.4,14
12,8/13/2023,30.1,59,712,6.1,11
30,9/3/2023,31.7,77,777,6.5,32
23,8/17/2023,29.6,63,546,6.7,15
66,8/29/2023,20.7,60,590,6.3,27
66,8/24/2023,20.7,64,636,6.0,22
40,8/17/2023,29.6,76,505,6.6,15
57,9/4/2023,23.9,65,473,6.0,33
40,8/21/2023,30.2,78,735,6.1,19
46,9/5/2023,32.0,73,650,6.3,34
8,9/6/2023,32.1,50,605,6.4,35
67,8/28/2023,18.8,57,798,6.0,26
29,9/12/2023,31.2,66,489,6.7,41
37,8/6/2023,33.4,62,661,6.2,4
13,8/3/2023,33.4,59,544,6.8,1
53,9/6/2023,20.1,79,573,6.7,35
55,9/7/2023,24.5,55,733,6.1,36
56,9/1/2023,24.6,68,769,6.2,30
51,8/4/2023,33.5,68,571,6.7,2
28,8/3/2023,33.4,58,557,6.8,1
63,8/28/2023,19.2,76,521,6.1,26
22,8/4/2023,33.5,63,800,6.5,2
40,8/9/2023,32.3,69,541,6.5,7
48,8/17/2023,29.6,55,700,6.7,15
23,8/10/2023,22.7,80,475,6.2,8
25,8/3/2023,33.4,53,598,6.7,1
63,8/22/2023,23.3,67,527,6.4,20
22,9/12/2023,31.2,65,724,6.3,41
38,8/5/2023,33.4,66,634,6.2,3
4,8/19/2023,30.8,77,518,6.7,17
66,8/3/2023,19.5,72,445,6.6,1
13,9/2/2023,31.7,77,626,6.2,31
33,8/21/2023,30.2,75,676,6.2,19
16,8/21/2023,30.2,64,426,6.6,19
27,9/2/2023,31.7,66,793,6.5,31
20,9/2/2023,31.7,68,742,6.5,31
11,9/1/2023,31.7,55,765,6.5,30
13,8/12/2023,30.2,73,546,6.8,10
26,8/7/2023,33.4,70,410,6.0,5
25,8/30/2023,29.1,68,679,6.5,28
12,8/10/2023,22.7,58,517,6.2,8
14,9/10/2023,31.1,69,536,6.0,39
61,8/17/2023,18.4,80,494,6.5,15
37,9/4/2023,31.7,68,416,6.4,33
23,8/14/2023,30.1,67,547,6.8,12
43,9/1/2023,31.7,51,753,6.3,30
26,8/16/2023,29.8,53,523,6.8,14
66,8/26/2023,21.5,77,711,6.5,24
3,8/29/2023,28.7,73,629,6.6,27
17,8/12/2023,30.2,58,462,6.0,10
65,8/26/2023,23.8,57,768,6.1,24
44,8/30/2023,29.1,60,548,6.8,28
24,9/6/2023,31.5,50,591,6.0,35
40,9/15/2023,30.6,71,621,6.7,44
19,8/12/2023,30.2,79,486,6.8,10
3,9/1/2023,31.7,76,799,6.3,30
15,8/19/2023,30.8,80,501,6.5,17
64,9/8/2023,18.9,68,781,6.1,37
63,9/9/2023,18.8,57,482,6.0,38
69,8/20/2023,19.5,55,473,6.2,18
14,9/12/2023,31.2,53,795,6.4,41
9,8/5/2023,33.4,70,671,6.3,3
6,9/10/2023,31.1,71,555,6.2,39
60,9/2/2023,23.1,57,734,6.4,31
2,8/4/2023,33.5,65,433,6.8,2
22,9/7/2023,31.5,67,428,6.0,36
20,8/13/2023,30.1,72,747,6.5,11
17,9/14/2023,29.1,57,743,6.6,43
27,9/9/2023,20.1,60,500,6.5,38
25,9/6/2023,32.1,73,416,6.2,35
1,8/7/2023,33.4,74,637,6.5,5
36,8/11/2023,31.9,67,702,6.1,9
52,8/5/2023,24.4,67,710,6.0,3
68,8/4/2023,20.8,55,692,6.4,2
55,9/19/2023,31.5,51,527,6.2,47
24,9/2/2023,31.7,76,664,6.6,31
19,8/19/2023,30.8,73,415,6.5,17
15,9/13/2023,30.4,75,561,6.1,42
38,9/10/2023,31.1,52,548,6.6,39
52,9/15/2023,19.2,65,560,6.1,44
58,9/6/2023,19.6,63,679,6.4,35
53,8/10/2023,23.0,63,440,6.1,8
49,8/26/2023,31.4,60,773,6.3,24
26,8/14/2023,30.1,78,482,6.1,12
13,8/27/2023,30.1,53,740,6.7,25
2,8/8/2023,32.3,78,697,6.3,6
19,9/4/2023,31.7,76,434,6.8,33
44,9/7/2023,31.5,63,697,6.7,36
41,8/14/2023,30.1,69,668,6.1,12
19,8/15/2023,30.1,71,763,6.3,13
25,8/26/2023,31.4,72,467,6.5,24
26,9/1/2023,31.7,61,731,6.4,30
56,8/29/2023,20.0,60,671,6.5,27
43,8/7/2023,33.4,51,473,6.3,5
22,8/18/2023,30.9,56,734,6.6,16
60,8/31/2023,19.9,79,439,6.1,29
9,9/4/2023,31.7,55,468,6.2,33
57,8/25/2023,21.7,55,760,6.1,23
53,8/17/2023,22.0,77,646,6.7,15
1,8/22/2023,30.5,51,527,6.4,20
15,9/16/2023,31.5,57,783,6.7,45
1,9/7/2023,31.5,68,416,6.2,36
67,8/5/2023,19.0,59,446,6.1,3
12,8/22/2023,30.5,54,463,6.1,20
55,8/14/2023,19.5,61,561,6.7,12
21,8/12/2023,30.2,67,460,6.6,10
41,9/1/2023,31.7,53,402,6.5,30
42,9/5/2023,32.0,52,497,6.3,34
12,9/4/2023,31.7,73,693,6.5,33
38,8/31/2023,29.2,74,565,6.5,29
69,8/19/2023,22.7,53,531,6.6,17
6,8/18/2023,30.9,59,666,6.4,16
18,8/11/2023,31.9,76,407,6.7,9
32,8/5/2023,33.4,58,499,6.1,3
57,8/3/2023,19.5,56,733,6.4,1
4,8/20/2023,30.9,66,490,6.3,18
38,8/12/2023,30.2,60,728,6.8,10
14,9/2/2023,31.7,51,472,6.4,31
61,8/18/2023,23.4,77,620,6.8,16
68,8/8/2023,22.0,79,626,6.2,6
30,9/1/2023,31.7,74,749,6.2,30
13,8/22/2023,30.5,66,693,6.2,20
69,8/21/2023,21.8,64,583,6.6,19
39,9/8/2023,29.8,62,434,6.7,37
41,8/7/2023,33.4,58,601,6.5,5
46,8/31/2023,29.2,71,596,6.7,29
3,9/9/2023,20.1,80,428,6.5,38
70,8/25/2023,18.4,51,750,6.5,23
45,8/17/2023,29.6,58,475,6.3,15
22,8/27/2023,30.1,72,402,6.1,25
70,8/22/2023,22.2,57,425,6.6,20
5,8/8/2023,32.3,50,481,6.5,6
26,8/5/2023,33.4,51,774,6.7,3
22,9/8/2023,29.8,71,665,6.4,37
16,8/17/2023,29.6,64,439,6.1,15
14,8/14/2023,30.1,75,769,6.5,12
4,9/15/2023,30.6,58,764,6.4,44
7,8/29/2023,28.7,63,541,6.0,27
57,8/10/2023,22.7,75,689,6.3,8
65,9/10/2023,19.0,76,769,6.3,39
24,8/16/2023,29.6,69,566,6.0,14
66,9/9/2023,23.7,73,669,6.1,38
68,8/10/2023,21.3,74,663,6.7,8
57,8/31/2023,20.8,57,732,6.3,29
24,8/25/2023,31.4,51,547,6.3,23
56,9/4/2023,22.8,68,460,6.6,33
49,9/3/2023,31.7,68,566,6.4,32
28,8/19/2023,30.8,51,529,6.7,17
1,8/19/2023,30.8,57,580,6.2,17
70,8/28/2023,21.9,76,752,6.7,26
12,9/13/2023,30.4,56,507,6.4,42
15,8/21/2023,30.2,69,493,6.0,19
64,8/9/2023,22.5,58,766,6.2,7
64,9/11/2023,22.4,78,732,6.3,40
34,8/10/2023,22.7,58,589,6.4,8
22,8/6/2023,33.4,50,721,6.0,4
52,8/25/2023,22.7,62,666,6.5,23
18,8/24/2023,31.3,73,414,6.6,22
5,9/12/2023,31.2,72,738,6.2,41
46,9/9/2023,20.1,80,501,6.0,38
40,9/4/2023,31.7,54,479,6.2,33
55,9/13/2023,19.4,57,724,6.5,42
70,8/8/2023,22.2,67,577,6.3,6
51,8/16/2023,29.8,56,691,6.3,14
47,8/6/2023,33.4,70,522,6.2,4
38,8/19/2023,30.8,75,526,6.7,17
62,9/6/2023,20.9,74,523,6.8,35
23,9/16/2023,30.6,55,776,6.6,45
11,8/14/2023,30.1,50,620,6.1,12
21,9/15/2023,30.6,76,528,6.4,44
70,8/24/2023,19.2,56,515,6.4,22
61,8/20/2023,24.4,51,679,6.6,18
14,9/16/2023,31.5,75,663,6.5,45
67,9/5/2023,23.8,76,771,6.5,34
27,9/8/2023,29.8,56,421,6.6,37
26,8/24/2023,31.3,67,548,6.2,22
32,8/11/2023,31.9,77,705,6.7,9
64,8/19/2023,19.6,61,407,6.7,17
34,9/2/2023,31.7,68,597,6.7,31
69,8/9/2023,24.2,80,658,6.1,7
29,8/31/2023,29.2,67,653,6.6,29
67,9/12/2023,23.8,78,704,6.0,41
63,9/12/2023,18.8,66,459,6.4,41
36,8/19/2023,30.8,80,509,6.6,17
4,8/26/2023,31.4,53,402,6.7,24
38,8/30/2023,29.1,57,702,6.4,28
22,8/3/2023,33.4,70,620,6.2,1
69,8/3/2023,20.1,75,478,6.1,1
20,8/14/2023,30.1,75,611,6.4,12
43,8/20/2023,30.9,80,688,6.7,18
42,8/30/2023,29.1,79,673,6.5,28
49,8/29/2023,28.7,50,583,6.7,27
3,8/11/2023,31.9,62,531,6.7,9
67,8/3/2023,22.0,68,782,6.1,1
57,8/23/2023,23.2,68,688,6.7,21
6,8/26/2023,31.4,52,500,6.2,24
3,8/16/2023,29.8,69,566,6.1,14
32,9/10/2023,31.1,80,458,6.1,39
32,9/8/2023,29.8,77,681,6.1,37
37,8/19/2023,30.8,73,764,6.6,17
13,9/8/2023,29.8,62,423,6.8,37
14,9/4/2023,31.7,67,698,6.4,33
38,8/22/2023,30.5,53,421,6.6,20
47,8/22/2023,30.5,54,758,6.5,20
49,8/28/2023,29.4,62,711,6.4,26
9,9/8/2023,29.8,61,629,6.7,37
26,8/20/2023,30.9,53,592,6.4,18
50,9/8/2023,29.8,56,747,6.4,37
64,8/13/2023,24.1,65,451,6.3,11
38,8/8/2023,32.3,67,745,6.1,6
46,8/22/2023,30.5,65,425,6.2,20
70,8/9/2023,23.8,50,599,6.4,7
10,9/11/2023,31.2,71,586,6.1,40
51,9/9/2023,20.1,54,457,6.4,38
30,8/13/2023,30.1,69,783,6.7,11
46,8/15/2023,30.1,72,408,6.2,13
20,8/17/2023,29.6,79,626,6.2,15
69,8/6/2023,22.0,73,673,6.5,4
14,8/31/2023,29.2,73,505,6.0,29
53,9/11/2023,24.6,51,413,6.5,40
65,9/9/2023,23.7,64,696,6.7,38
40,8/23/2023,30.8,58,444,6.7,21
6,9/4/2023,31.7,77,456,6.8,33
37,8/5/2023,33.4,67,655,6.5,3
32,9/3/2023,31.7,68,558,6.7,32
49,8/27/2023,30.1,78,586,6.3,25
44,8/25/2023,31.4,74,693,6.7,23
56,8/31/2023,24.4,67,425,6.7,29
40,9/7/2023,31.5,53,407,6.2,36
15,8/3/2023,33.4,61,555,6.1,1
53,9/3/2023,23.8,50,565,6.2,32
58,8/18/2023,21.0,59,766,6.1,16
67,8/6/2023,23.7,69,758,6.4,4
44,8/15/2023,30.1,58,765,6.5,13
11,9/2/2023,31.7,67,473,6.7,31
41,9/3/2023,31.7,61,558,6.6,32
39,8/15/2023,30.1,61,705,6.7,13
65,8/16/2023,18.8,61,745,6.8,14
4,8/12/2023,30.2,66,762,6.3,10
34,9/9/2023,20.1,60,560,6.4,38
44,9/11/2023,31.2,58,518,6.6,40
31,8/10/2023,22.7,79,768,6.6,8
55,8/9/2023,24.2,56,424,6.8,7
69,8/25/2023,18.5,52,655,6.4,23
63,8/6/2023,23.0,50,577,6.1,4
15,8/22/2023,30.5,80,578,6.3,20
40,8/30/2023,29.1,54,424,6.7,28
56,8/22/2023,23.7,54,755,6.1,20
5,8/4/2023,33.5,53,684,6.6,2
26,8/13/2023,30.1,73,515,6.6,11
14,8/16/2023,29.8,52,798,6.6,14
49,8/20/2023,30.9,62,456,6.6,18
62,9/8/2023,19.1,72,462,6.5,37
43,8/31/2023,29.2,62,638,6.3,29
5,8/15/2023,30.1,75,675,6.8,13
65,9/5/2023,24.6,51,638,6.8,34
52,8/21/2023,23.5,67,506,6.4,19
7,8/21/2023,30.2,51,619,6.3,19
17,9/7/2023,31.5,73,400,6.8,36
9,9/5/2023,32.0,66,680,6.4,34
3,9/4/2023,31.7,50,516,6.5,33
5,8/20/2023,30.9,57,502,6.7,18
19,8/17/2023,29.6,75,587,6.1,15
51,9/2/2023,31.7,58,432,6.4,31
32,9/4/2023,31.7,58,730,6.0,33
39,8/14/2023,30.1,51,786,6.2,12
38,8/21/2023,30.2,69,676,6.0,19
69,8/16/2023,21.9,66,547,6.5,14
38,9/2/2023,31.7,79,727,6.4,31
68,9/15/2023,24.6,74,507,6.5,44
26,8/19/2023,30.8,70,740,6.2,17
37,9/1/2023,31.7,50,646,6.7,30
54,9/5/2023,23.9,57,724,6.3,34
39,9/9/2023,20.1,70,710,6.1,38
19,9/5/2023,32.0,76,563,6.6,34
36,8/5/2023,33.4,51,487,6.1,3
51,8/6/2023,33.4,59,619,6.4,4
15,8/4/2023,33.5,57,584,6.3,2
1,8/4/2023,33.5,53,451,6.1,2
48,9/5/2023,32.0,61,538,6.4,34
16,8/16/2023,29.8,71,654,6.2,14
37,8/7/2023,33.4,79,410,6.4,5
29,8/22/2023,30.5,51,548,6.3,20
67,9/1/2023,21.5,68,461,6.5,30
55,9/17/2023,31.6,69,539,6.6,45
34,8/26/2023,31.4,53,717,6.6,24
41,9/13/2023,30.4,64,551,6.1,42
25,9/16/2023,31.5,58,429,6.5,45
68,8/31/2023,18.3,78,663,6.2,29
36,9/16/2023,31.5,58,769,6.1,45
45,8/9/2023,32.3,59,410,6.2,7
15,8/26/2023,31.4,63,759,6.1,24
15,9/15/2023,30.6,60,708,6.0,44
28,9/2/2023,31.7,56,641,6.5,31
7,9/14/2023,29.1,60,459,6.6,43
15,8/11/2023,31.9,79,779,6.5,9
32,8/30/2023,29.1,53,796,6.8,28
33,8/30/2023,29.1,60,446,6.2,28
16,8/27/2023,30.1,51,626,6.1,25
29,8/13/2023,30.1,71,464,6.7,11
40,8/4/2023,33.5,75,796,6.5,2
22,8/19/2023,30.8,67,479,6.7,17
60,8/5/2023,18.0,74,747,6.1,3
60,8/10/2023,23.3,72,666,6.3,8
29,9/6/2023,32.1,71,428,6.5,35
31,9/10/2023,31.1,59,526,6.4,39
32,8/4/2023,33.5,53,715,6.0,2
50,8/21/2023,30.2,78,776,6.6,19
33,9/16/2023,31.5,77,466,6.3,45
46,8/4/2023,33.5,63,582,6.8,2
34,9/4/2023,31.7,52,756,6.3,33
37,9/3/2023,31.7,79,412,6.7,32
30,9/9/2023,20.1,65,545,6.3,38
69,8/12/2023,22.3,79,405,6.2,10
69,9/3/2023,18.2,51,429,6.0,32
37,8/14/2023,30.1,79,780,6.5,12
24,8/7/2023,32.3,76,608,6.3,5
18,8/22/2023,30.5,69,413,6.1,20
60,8/23/2023,24.2,66,684,6.2,21
36,8/13/2023,30.1,64,442,6.2,11
58,8/24/2023,24.2,76,524,6.0,22
61,8/14/2023,19.5,64,657,6.1,12
58,9/14/2023,19.4,63,467,6.5,43
41,8/10/2023,22.7,62,657,6.7,8
39,8/3/2023,33.4,75,416,6.6,1
27,8/4/2023,33.5,55,758,6.3,2
57,9/7/2023,21.8,76,560,6.7,36
24,8/15/2023,29.8,74,576,6.3,13
12,9/7/2023,31.5,69,630,6.4,36
38,8/4/2023,33.5,56,507,6.2,2
62,9/5/2023,22.3,78,406,6.4,34
68,8/21/2023,19.7,57,513,6.2,19
56,9/12/2023,18.1,64,676,6.4,41
39,9/7/2023,31.5,67,522,6.2,36
43,8/24/2023,31.3,62,625,6.2,22
3,8/8/2023,32.3,80,794,6.4,6
23,8/22/2023,30.5,67,577,6.3,20
13,8/16/2023,29.8,75,739,6.7,14
62,8/30/2023,21.3,73,434,6.0,28
19,9/14/2023,29.1,51,437,6.1,43
33,9/4/2023,31.7,77,497,6.7,33
65,9/13/2023,21.6,50,417,6.1,42
42,8/27/2023,30.1,64,545,6.2,25
23,9/9/2023,20.1,73,572,6.7,38
5,8/24/2023,31.3,57,587,6.5,22
9,8/28/2023,29.4,74,445,6.1,26
63,9/6/2023,22.0,71,780,6.5,35
20,8/7/2023,33.4,72,430,6.0,5
9,9/2/2023,31.7,77,501,6.4,31
63,8/9/2023,18.4,68,638,6.1,7
68,8/14/2023,23.0,51,737,6.6,12
23,8/30/2023,29.1,67,755,6.8,28
60,8/20/2023,23.6,71,471,6.6,18
33,9/5/2023,32.0,74,501,6.3,34
59,9/4/2023,22.0,69,543,6.1,33
22,8/7/2023,33.4,65,571,6.3,5
35,8/31/2023,29.2,61,748,6.4,29
62,8/13/2023,18.3,61,739,6.7,11
42,9/10/2023,31.1,62,687,6.1,39
61,8/16/2023,24.3,61,670,6.1,14
48,8/22/2023,30.5,61,564,6.6,20
18,8/31/2023,29.2,73,772,6.6,29
39,9/1/2023,31.7,58,758,6.1,30
55,8/13/2023,22.2,63,697,6.1,11
11,9/16/2023,31.5,79,508,6.5,45
66,9/6/2023,21.1,76,653,6.5,35
18,8/6/2023,33.4,55,451,6.5,4
42,8/9/2023,32.3,61,605,6.5,7
5,8/18/2023,30.9,78,778,6.0,16
49,8/11/2023,31.9,77,586,6.4,9
47,8/9/2023,32.3,80,491,6.5,7
51,8/17/2023,29.6,77,776,6.6,15
40,9/1/2023,31.7,55,551,6.5,30
9,8/14/2023,30.1,72,473,6.6,12
52,8/30/2023,21.5,63,585,6.6,28
10,8/8/2023,32.3,75,658,6.3,6
38,8/24/2023,31.3,62,581,6.6,22
9,8/27/2023,30.1,50,775,6.6,25
59,8/15/2023,22.3,52,791,6.6,13
34,8/28/2023,29.4,63,782,6.3,26
26,8/28/2023,29.4,57,402,6.5,26
33,9/15/2023,30.6,76,644,6.8,44
60,8/25/2023,24.9,73,678,6.4,23
45,9/7/2023,31.5,62,550,6.5,36
26,8/18/2023,30.9,67,735,6.2,16
31,8/8/2023,32.3,51,757,6.6,6
57,9/3/2023,21.1,71,596,6.1,32
2,8/22/2023,30.5,62,732,6.3,20
46,8/28/2023,29.4,71,765,6.1,26
26,9/15/2023,30.6,58,791,6.1,44
11,9/6/2023,32.1,56,519,6.7,35
9,8/15/2023,30.1,52,602,6.3,13
50,8/19/2023,30.8,61,635,6.6,17
17,9/4/2023,31.7,68,424,6.6,33
51,8/3/2023,33.4,72,524,6.6,1
18,8/18/2023,30.9,50,408,6.0,16
24,9/1/2023,31.7,59,532,6.5,30
20,8/15/2023,30.1,72,562,6.0,13
8,8/18/2023,30.9,70,415,6.6,16
62,8/7/2023,24.1,53,590,6.1,5
52,9/6/2023,23.3,51,495,6.1,35
23,8/18/2023,30.9,74,612,6.5,16
29,8/6/2023,33.4,71,707,6.6,4
10,9/14/2023,29.1,63,782,6.5,43
18,9/11/2023,31.2,70,555,6.3,40
52,8/11/2023,19.1,66,730,6.3,9
22,9/11/2023,31.2,72,765,6.2,40
44,9/6/2023,32.1,73,470,6.5,35
5,8/19/2023,30.8,68,678,6.1,17
4,8/27/2023,30.1,66,652,6.6,25
35,9/9/2023,20.1,50,423,6.3,38
62,8/17/2023,24.0,51,570,6.3,15
55,8/8/2023,18.8,64,656,6.5,6
16,8/20/2023,30.9,69,402,6.5,18
34,8/6/2023,33.4,71,418,6.1,4
25,9/9/2023,20.1,79,420,6.1,38
58,9/2/2023,20.9,54,608,6.7,31
23,8/23/2023,30.8,59,798,6.2,21
68,9/12/2023,24.9,77,500,6.8,41
35,9/15/2023,30.6,59,404,6.1,44
44,8/11/2023,31.9,71,609,6.4,9
50,9/6/2023,32.1,77,577,6.2,35
1,9/6/2023,32.1,76,709,6.0,35
17,9/16/2023,31.5,61,710,6.6,45
57,8/22/2023,19.8,55,718,6.3,20
33,8/29/2023,28.7,78,423,6.2,27
67,8/18/2023,21.3,62,765,6.7,16
31,8/31/2023,29.2,51,505,6.2,29
48,8/15/2023,30.1,52,761,6.4,13
31,8/4/2023,33.5,53,614,6.5,2
66,8/5/2023,24.6,65,765,6.5,3
58,9/1/2023,24.9,80,755,6.4,30
63,8/19/2023,19.9,74,431,6.0,17
46,8/7/2023,33.4,66,505,6.6,5
6,8/14/2023,30.1,64,490,6.6,12
46,8/27/2023,30.1,58,534,6.8,25
53,8/12/2023,18.3,60,493,6.6,10
14,8/8/2023,32.3,51,574,6.7,6
54,9/8/2023,21.3,57,442,6.3,37
29,8/28/2023,29.4,59,795,6.3,26
49,9/12/2023,31.2,57,757,6.3,41
64,9/7/2023,20.3,69,615,6.1,36
46,9/3/2023,31.7,80,507,6.5,32
15,8/9/2023,32.3,71,741,6.2,7
34,9/3/2023,31.7,64,764,6.3,32
64,8/29/2023,20.7,55,673,6.7,27
28,9/12/2023,31.2,60,774,6.8,41
42,9/14/2023,29.1,63,703,6.4,43
13,8/15/2023,30.1,73,476,6.3,13
70,8/11/2023,23.0,54,650,6.6,9
61,8/19/2023,22.7,70,485,6.0,17
67,8/20/2023,23.9,54,655,6.3,18
5,8/7/2023,33.4,67,571,6.7,5
40,9/11/2023,31.2,60,673,6.3,40
22,8/22/2023,30.5,52,534,6.2,20
61,9/1/2023,24.7,52,737,6.7,30
46,8/13/2023,30.1,51,634,6.7,11
57,8/24/2023,18.1,50,408,6.6,22
24,9/7/2023,29.8,61,604,6.0,36
11,8/19/2023,30.8,76,466,6.1,17
65,8/9/2023,19.3,66,661,6.0,7
17,8/19/2023,30.8,52,595,6.8,17
51,9/8/2023,29.8,51,518,6.7,37
1,8/24/2023,31.3,73,645,6.6,22
11,8/4/2023,33.5,63,706,6.6,2
27,8/5/2023,33.4,75,676,6.5,3
52,8/18/2023,18.3,70,510,6.6,16
21,9/16/2023,31.5,67,454,6.4,45
27,9/5/2023,32.0,61,772,6.7,34
54,9/6/2023,21.7,64,679,6.4,35
64,8/3/2023,18.2,52,549,6.5,1
34,8/21/2023,30.2,58,748,6.2,19
53,9/9/2023,18.7,52,669,6.7,38
17,9/10/2023,31.1,68,648,6.0,39
38,8/11/2023,31.9,68,520,6.6,9
3,9/12/2023,31.2,69,403,6.6,41
65,8/24/2023,20.7,76,788,6.2,22
48,8/11/2023,31.9,80,523,6.0,9
33,9/2/2023,31.7,52,456,6.6,31
8,8/11/2023,31.9,64,699,6.6,9
28,8/14/2023,30.1,79,601,6.5,12
11,8/11/2023,31.9,58,514,6.2,9
48,9/14/2023,29.1,54,605,6.5,43
37,8/9/2023,32.3,74,408,6.1,7
69,8/17/2023,20.6,53,592,6.3,15
25,8/6/2023,33.4,57,640,6.3,4
25,9/10/2023,31.1,78,608,6.3,39
29,8/25/2023,31.4,79,757,6.5,23
19,9/11/2023,31.2,53,503,6.4,40
